mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
4	4	1/3	1/3	4/4	25	1	1/24		1/16	2/3		-3	75	410
4	4	1/3	1/3	4/4	24	1	1/24		1/16	2/3		6	78	386
4	4	1/3	1/3	4/4	23	1	1/24		1/16	2/3		3	81	362
4	4	1/3	1/3	4/4	22	1	1/24		1/16	2/3		0	84	338
4	4	1/3	1/3	4/4	21	1	1/24		1/16	2/3		-3	87	314
4	4	3/8	3/8	4/4	28	1	1/24		1/16	2/3		6	66	483
4	4	3/8	3/8	4/4	27	1	1/24		1/16	2/3		3	69	459
4	4	3/8	3/8	4/4	26	1	1/24		1/16	2/3		0	72	435
4	4	3/8	3/8	4/4	25	1	1/24		1/16	2/3		-3	75	411
4	4	3/8	3/8	4/4	24	1	1/24		1/16	2/3		6	78	387
4	4	3/8	3/8	4/4	23	1	1/24		1/16	2/3		3	81	363
4	4	3/8	3/8	4/4	22	1	1/24		1/16	2/3		0	84	339
4	4	3/8	3/8	4/4	21	1	1/24		1/16	2/3		-3	87	315
4	4	5/12	5/12	4/4	28	1	1/24		1/16	2/3		-1	65	484
4	4	5/12	5/12	4/4	27	1	1/24		1/16	2/3		-4	68	460
4	4	5/12	5/12	4/4	26	1	1/24		1/16	2/3		5	71	436
4	4	5/12	5/12	4/4	25	1	1/24		1/16	2/3		2	74	412
4	4	5/12	5/12	4/4	24	1	1/24		1/16	2/3		-1	77	388
4	4	5/12	5/12	4/4	23	1	1/24		1/16	2/3		-4	80	364
4	4	5/12	5/12	4/4	22	1	1/24		1/16	2/3		5	83	340
4	4	5/12	5/12	4/4	21	1	1/24		1/16	2/3		2	86	316
4	4	11/24	11/24	4/4	28	1	1/24		1/16	2/3		-1	65	485
4	4	11/24	11/24	4/4	27	1	1/24		1/16	2/3		-4	68	461
4	4	11/24	11/24	4/4	26	1	1/24		1/16	2/3		5	71	437
4	4	11/24	11/24	4/4	25	1	1/24		1/16	2/3		2	74	413
4	4	11/24	11/24	4/4	24	1	1/24		1/16	2/3		-1	77	389
4	4	11/24	11/24	4/4	23	1	1/24		1/16	2/3		-4	80	365
4	4	11/24	11/24	4/4	22	1	1/24		1/16	2/3		5	83	341
4	4	11/24	11/24	4/4	21	1	1/24		1/16	2/3		2	86	317
4	4	1/2	1/2	4/4	28	1	1/24		1/16	2/3		4	64	486
4	4	1/2	1/2	4/4	27	1	1/24		1/16	2/3		1	67	462
4	4	1/2	1/2	4/4	26	1	1/24		1/16	2/3		-2	70	438
4	4	1/2	1/2	4/4	25	1	1/24		1/16	2/3		-5	73	414
4	4	1/2	1/2	4/4	24	1	1/24		1/16	2/3		4	76	390
4	4	1/2	1/2	4/4	23	1	1/24		1/16	2/3		1	79	366
4	4	1/2	1/2	4/4	22	1	1/24		1/16	2/3		-2	82	342
4	4	1/2	1/2	4/4	21	1	1/24		1/16	2/3		-5	85	318
4	4	13/24	13/24	4/4	28	1	1/24		1/16	2/3		4	64	487
4	4	13/24	13/24	4/4	27	1	1/24		1/16	2/3		1	67	463
4	4	13/24	13/24	4/4	26	1	1/24		1/16	2/3		-2	70	439
4	4	13/24	13/24	4/4	25	1	1/24		1/16	2/3		-5	73	415
4	4	13/24	13/24	4/4	24	1	1/24		1/16	2/3		4	76	391
4	4	13/24	13/24	4/4	23	1	1/24		1/16	2/3		1	79	367
4	4	13/24	13/24	4/4	22	1	1/24		1/16	2/3		-2	82	343
4	4	13/24	13/24	4/4	21	1	1/24		1/16	2/3		-5	85	319
4	4	7/12	7/12	4/4	28	1	1/24		1/16	2/3		-3	63	488
4	4	7/12	7/12	4/4	27	1	1/24		1/16	2/3		6	66	464
4	4	7/12	7/12	4/4	26	1	1/24		1/16	2/3		3	69	440
4	4	7/12	7/12	4/4	25	1	1/24		1/16	2/3		0	72	416
4	4	7/12	7/12	4/4	24	1	1/24		1/16	2/3		-3	75	392
4	4	7/12	7/12	4/4	23	1	1/24		1/16	2/3		6	78	368
4	4	7/12	7/12	4/4	22	1	1/24		1/16	2/3		3	81	344
4	4	7/12	7/12	4/4	21	1	1/24		1/16	2/3		0	84	320
4	4	5/8	5/8	4/4	28	1	1/24		1/16	2/3		-3	63	489
4	4	5/8	5/8	4/4	27	1	1/24		1/16	2/3		6	66	465
4	4	5/8	5/8	4/4	26	1	1/24		1/16	2/3		3	69	441
4	4	5/8	5/8	4/4	25	1	1/24		1/16	2/3		0	72	417
4	4	5/8	5/8	4/4	24	1	1/24		1/16	2/3		-3	75	393
4	4	5/8	5/8	4/4	23	1	1/24		1/16	2/3		6	78	369
4	4	5/8	5/8	4/4	22	1	1/24		1/16	2/3		3	81	345
4	4	5/8	5/8	4/4	21	1	1/24		1/16	2/3		0	84	321
4	4	2/3	2/3	4/4	28	1	1/24		1/16	2/3		2	62	490
4	4	2/3	2/3	4/4	27	1	1/24		1/16	2/3		-1	65	466
4	4	2/3	2/3	4/4	26	1	1/24		1/16	2/3		-4	68	442
4	4	2/3	2/3	4/4	25	1	1/24		1/16	2/3		5	71	418
4	4	2/3	2/3	4/4	24	1	1/24		1/16	2/3		2	74	394
4	4	2/3	2/3	4/4	23	1	1/24		1/16	2/3		-1	77	370
4	4	2/3	2/3	4/4	22	1	1/24		1/16	2/3		-4	80	346
4	4	2/3	2/3	4/4	21	1	1/24		1/16	2/3		5	83	322
4	4	17/24	17/24	4/4	28	1	1/24		1/16	2/3		2	62	491
4	4	17/24	17/24	4/4	27	1	1/24		1/16	2/3		-1	65	467
4	4	17/24	17/24	4/4	26	1	1/24		1/16	2/3		-4	68	443
4	4	17/24	17/24	4/4	25	1	1/24		1/16	2/3		5	71	419
4	4	17/24	17/24	4/4	24	1	1/24		1/16	2/3		2	74	395
4	4	17/24	17/24	4/4	23	1	1/24		1/16	2/3		-1	77	371
4	4	17/24	17/24	4/4	22	1	1/24		1/16	2/3		-4	80	347
4	4	17/24	17/24	4/4	21	1	1/24		1/16	2/3		5	83	323
4	4	3/4	3/4	4/4	28	1	1/24		1/16	2/3		7	61	492
4	4	3/4	3/4	4/4	27	1	1/24		1/16	2/3		4	64	468
4	4	3/4	3/4	4/4	26	1	1/24		1/16	2/3		1	67	444
4	4	3/4	3/4	4/4	25	1	1/24		1/16	2/3		-2	70	420
4	4	3/4	3/4	4/4	24	1	1/24		1/16	2/3		7	73	396
4	4	3/4	3/4	4/4	23	1	1/24		1/16	2/3		4	76	372
4	4	3/4	3/4	4/4	22	1	1/24		1/16	2/3		1	79	348
4	4	3/4	3/4	4/4	21	1	1/24		1/16	2/3		-2	82	324
4	4	19/24	19/24	4/4	28	1	1/24		1/16	2/3		7	61	493
4	4	19/24	19/24	4/4	27	1	1/24		1/16	2/3		4	64	469
4	4	19/24	19/24	4/4	26	1	1/24		1/16	2/3		1	67	445
4	4	19/24	19/24	4/4	25	1	1/24		1/16	2/3		-2	70	421
4	4	19/24	19/24	4/4	24	1	1/24		1/16	2/3		7	73	397
4	4	19/24	19/24	4/4	23	1	1/24		1/16	2/3		4	76	373
4	4	19/24	19/24	4/4	22	1	1/24		1/16	2/3		1	79	349
4	4	19/24	19/24	4/4	21	1	1/24		1/16	2/3		-2	82	325
4	4	5/6	5/6	4/4	28	1	1/24		1/16	2/3		0	60	494
4	4	5/6	5/6	4/4	27	1	1/24		1/16	2/3		-3	63	470
4	4	5/6	5/6	4/4	26	1	1/24		1/16	2/3		6	66	446
4	4	5/6	5/6	4/4	25	1	1/24		1/16	2/3		3	69	422
4	4	5/6	5/6	4/4	24	1	1/24		1/16	2/3		0	72	398
4	4	5/6	5/6	4/4	23	1	1/24		1/16	2/3		-3	75	374
4	4	5/6	5/6	4/4	22	1	1/24		1/16	2/3		6	78	350
4	4	5/6	5/6	4/4	21	1	1/24		1/16	2/3		3	81	326
4	4	7/8	7/8	4/4	28	1	1/24		1/16	2/3		0	60	495
4	4	7/8	7/8	4/4	27	1	1/24		1/16	2/3		-3	63	471
4	4	7/8	7/8	4/4	26	1	1/24		1/16	2/3		6	66	447
4	4	7/8	7/8	4/4	25	1	1/24		1/16	2/3		3	69	423
4	4	7/8	7/8	4/4	24	1	1/24		1/16	2/3		0	72	399
4	4	7/8	7/8	4/4	23	1	1/24		1/16	2/3		-3	75	375
4	4	7/8	7/8	4/4	22	1	1/24		1/16	2/3		6	78	351
4	4	7/8	7/8	4/4	21	1	1/24		1/16	2/3		3	81	327
4	4	11/12	11/12	4/4	28	1	1/24		1/16	2/3		5	59	496
4	4	11/12	11/12	4/4	27	1	1/24		1/16	2/3		2	62	472
4	4	11/12	11/12	4/4	26	1	1/24		1/16	2/3		-1	65	448
4	4	11/12	11/12	4/4	25	1	1/24		1/16	2/3		-4	68	424
4	4	11/12	11/12	4/4	24	1	1/24		1/16	2/3		5	71	400
4	4	11/12	11/12	4/4	23	1	1/24		1/16	2/3		2	74	376
4	4	11/12	11/12	4/4	22	1	1/24		1/16	2/3		-1	77	352
4	4	11/12	11/12	4/4	21	1	1/24		1/16	2/3		-4	80	328
4	4	23/24	23/24	4/4	28	1	1/24		1/16	2/3		5	59	497
4	4	23/24	23/24	4/4	27	1	1/24		1/16	2/3		2	62	473
4	4	23/24	23/24	4/4	26	1	1/24		1/16	2/3		-1	65	449
4	4	23/24	23/24	4/4	25	1	1/24		1/16	2/3		-4	68	425
4	4	23/24	23/24	4/4	24	1	1/24		1/16	2/3		5	71	401
4	4	23/24	23/24	4/4	23	1	1/24		1/16	2/3		2	74	377
4	4	23/24	23/24	4/4	22	1	1/24		1/16	2/3		-1	77	353
4	4	23/24	23/24	4/4	21	1	1/24		1/16	2/3		-4	80	329
5	5	0	0	4/4	30	1	1/24		1/16	2/3		1	31	578
5	5	0	0	4/4	29	1	1/24		1/16	2/3		0	36	554
5	5	0	0	4/4	29	1	1/24		1/16	2/3		4	40	554
5	5	0	0	4/4	30	1	1/24		1/16	2/3		4	40	578
5	5	0	0	4/4	28	1	1/8		1/8	1		0	60	547
5	5	0	0	4/4	26	1	1/8		1/8	1		4	64	533
5	5	0	0	4/4	27	1	1/8		1/8	1		4	64	540
5	5	0	0	4/4	25	1	1/8		1/8	1		1	67	526
5	5	0	0	4/4	23	1	1/8		1/8	1		0	72	512
5	5	0	0	4/4	24	1	1/8		1/8	1		0	72	519
5	5	0	0	4/4	22	1	1/8		1/8	1		4	76	505
5	5	0	0	4/4	21	1	1/8		1/8	1		1	79	498
5	5	1/24	1/24	4/4	30	1	1/24		1/16	2/3		-4	32	579
5	5	1/24	1/24	4/4	29	1	1/24		1/16	2/3		2	38	555
5	5	1/24	1/24	4/4	30	1	1/24		1/16	2/3		2	38	579
5	5	1/24	1/24	4/4	29	1	1/24		1/16	2/3		-1	41	555
5	5	1/12	1/12	4/4	30	1	1/24		1/16	2/3		1	31	580
5	5	1/12	1/12	4/4	30	1	1/24		1/16	2/3		0	36	580
5	5	1/12	1/12	4/4	29	1	1/24		1/16	2/3		4	40	556
5	5	1/12	1/12	4/4	29	1	1/24		1/16	2/3		1	43	556
5	5	1/8	1/8	4/4	30	1	1/24		1/16	2/3		-4	32	581
5	5	1/8	1/8	4/4	29	1	1/24		1/16	2/3		2	38	557
5	5	1/8	1/8	4/4	30	1	1/24		1/16	2/3		2	38	581
5	5	1/8	1/8	4/4	29	1	1/24		1/16	2/3		-1	41	557
5	5	1/6	1/6	4/4	30	1	1/24		1/16	2/3		1	31	582
5	5	1/6	1/6	4/4	29	1	1/24		1/16	2/3		0	36	558
5	5	1/6	1/6	4/4	29	1	1/24		1/16	2/3		4	40	558
5	5	1/6	1/6	4/4	30	1	1/24		1/16	2/3		4	40	582
5	5	5/24	5/24	4/4	30	1	1/24		1/16	2/3		-4	32	583
5	5	5/24	5/24	4/4	29	1	1/24		1/16	2/3		2	38	559
5	5	5/24	5/24	4/4	30	1	1/24		1/16	2/3		2	38	583
5	5	5/24	5/24	4/4	29	1	1/24		1/16	2/3		-1	41	559
5	5	1/4	1/4	4/4	30	1	1/24		1/16	2/3		1	31	584
5	5	1/4	1/4	4/4	30	1	1/24		1/16	2/3		0	36	584
5	5	1/4	1/4	4/4	29	1	1/24		1/16	2/3		4	40	560
5	5	1/4	1/4	4/4	29	1	1/24		1/16	2/3		1	43	560
5	5	1/4	1/4	4/4	27	1	1/16		1/16	1		1	55	541
5	5	1/4	1/4	4/4	28	1	1/16		1/16	1		1	55	548
5	5	1/4	1/4	4/4	21	1	1/16		1/16	1		4	64	499
5	5	1/4	1/4	4/4	22	1	1/16		1/16	1		4	64	506
5	5	1/4	1/4	4/4	23	1	1/16		1/16	1		4	64	513
5	5	1/4	1/4	4/4	24	1	1/16		1/16	1		4	64	520
5	5	1/4	1/4	4/4	25	1	1/16		1/16	1		4	64	527
5	5	1/4	1/4	4/4	26	1	1/16		1/16	1		4	64	534
5	5	7/24	7/24	4/4	30	1	1/24		1/16	2/3		-4	32	585
5	5	7/24	7/24	4/4	29	1	1/24		1/16	2/3		2	38	561
5	5	7/24	7/24	4/4	30	1	1/24		1/16	2/3		2	38	585
5	5	7/24	7/24	4/4	29	1	1/24		1/16	2/3		-1	41	561
5	5	5/16	5/16	4/4	27	1	1/16		1/16	1		0	60	542
5	5	5/16	5/16	4/4	28	1	1/16		1/16	1		0	60	549
5	5	5/16	5/16	4/4	21	1	1/16		1/16	1		1	67	500
5	5	5/16	5/16	4/4	22	1	1/16		1/16	1		1	67	507
5	5	5/16	5/16	4/4	23	1	1/16		1/16	1		1	67	514
5	5	5/16	5/16	4/4	24	1	1/16		1/16	1		1	67	521
5	5	5/16	5/16	4/4	25	1	1/16		1/16	1		1	67	528
5	5	5/16	5/16	4/4	26	1	1/16		1/16	1		1	67	535
5	5	1/3	1/3	4/4	30	1	1/24		1/16	2/3		1	31	586
5	5	1/3	1/3	4/4	29	1	1/24		1/16	2/3		0	36	562
5	5	1/3	1/3	4/4	29	1	1/24		1/16	2/3		4	40	562
5	5	1/3	1/3	4/4	30	1	1/24		1/16	2/3		4	40	586
5	5	3/8	3/8	4/4	30	1	1/24		1/16	2/3		-4	32	587
5	5	3/8	3/8	4/4	29	1	1/24		1/16	2/3		2	38	563
5	5	3/8	3/8	4/4	30	1	1/24		1/16	2/3		2	38	587
5	5	3/8	3/8	4/4	29	1	1/24		1/16	2/3		-1	41	563
5	5	3/8	3/8	4/4	27	1	1/16		1/16	1		4	64	543
5	5	3/8	3/8	4/4	28	1	1/16		1/16	1		4	64	550
5	5	3/8	3/8	4/4	21	1	1/16		1/16	1		0	72	501
5	5	3/8	3/8	4/4	22	1	1/16		1/16	1		0	72	508
5	5	3/8	3/8	4/4	23	1	1/16		1/16	1		0	72	515
5	5	3/8	3/8	4/4	24	1	1/16		1/16	1		0	72	522
5	5	3/8	3/8	4/4	25	1	1/16		1/16	1		0	72	529
5	5	3/8	3/8	4/4	26	1	1/16		1/16	1		0	72	536
5	5	5/12	5/12	4/4	30	1	1/24		1/16	2/3		1	31	588
5	5	5/12	5/12	4/4	30	1	1/24		1/16	2/3		0	36	588
5	5	5/12	5/12	4/4	29	1	1/24		1/16	2/3		4	40	564
5	5	5/12	5/12	4/4	29	1	1/24		1/16	2/3		1	43	564
5	5	7/16	7/16	4/4	27	1	1/16		1/16	1		1	67	544
5	5	7/16	7/16	4/4	28	1	1/16		1/16	1		1	67	551
5	5	7/16	7/16	4/4	21	1	1/16		1/16	1		4	76	502
5	5	7/16	7/16	4/4	22	1	1/16		1/16	1		4	76	509
5	5	7/16	7/16	4/4	23	1	1/16		1/16	1		4	76	516
5	5	7/16	7/16	4/4	24	1	1/16		1/16	1		4	76	523
5	5	7/16	7/16	4/4	25	1	1/16		1/16	1		4	76	530
5	5	7/16	7/16	4/4	26	1	1/16		1/16	1		4	76	537
5	5	11/24	11/24	4/4	30	1	1/24		1/16	2/3		-4	32	589
5	5	11/24	11/24	4/4	29	1	1/24		1/16	2/3		2	38	565
5	5	11/24	11/24	4/4	30	1	1/24		1/16	2/3		2	38	589
5	5	11/24	11/24	4/4	29	1	1/24		1/16	2/3		-1	41	565
5	5	1/2	1/2	4/4	30	1	1/24		1/16	2/3		1	31	590
5	5	1/2	1/2	4/4	29	1	1/24		1/16	2/3		0	36	566
5	5	1/2	1/2	4/4	29	1	1/24		1/16	2/3		4	40	566
5	5	1/2	1/2	4/4	30	1	1/24		1/16	2/3		4	40	590
5	5	1/2	1/2	4/4	27	1	1/4		1/4	1		0	60	545
5	5	1/2	1/2	4/4	28	1	1/4		1/4	1		0	60	552
5	5	1/2	1/2	4/4	27	1	1/4		1/4	1		4	64	545
5	5	1/2	1/2	4/4	28	1	1/4		1/4	1		4	64	552
5	5	1/2	1/2	4/4	21	1	1/4		1/4	1		0	72	503
5	5	1/2	1/2	4/4	22	1	1/4		1/4	1		0	72	510
5	5	1/2	1/2	4/4	23	1	1/4		1/4	1		0	72	517
5	5	1/2	1/2	4/4	24	1	1/4		1/4	1		0	72	524
5	5	1/2	1/2	4/4	25	1	1/4		1/4	1		0	72	531
5	5	1/2	1/2	4/4	26	1	1/4		1/4	1		0	72	538
5	5	13/24	13/24	4/4	30	1	1/24		1/16	2/3		-4	32	591
5	5	13/24	13/24	4/4	29	1	1/24		1/16	2/3		2	38	567
5	5	13/24	13/24	4/4	30	1	1/24		1/16	2/3		2	38	591
5	5	13/24	13/24	4/4	29	1	1/24		1/16	2/3		-1	41	567
5	5	7/12	7/12	4/4	30	1	1/24		1/16	2/3		1	31	592
5	5	7/12	7/12	4/4	30	1	1/24		1/16	2/3		0	36	592
5	5	7/12	7/12	4/4	29	1	1/24		1/16	2/3		4	40	568
5	5	7/12	7/12	4/4	29	1	1/24		1/16	2/3		1	43	568
5	5	5/8	5/8	4/4	30	1	1/24		1/16	2/3		-4	32	593
5	5	5/8	5/8	4/4	29	1	1/24		1/16	2/3		2	38	569
5	5	5/8	5/8	4/4	30	1	1/24		1/16	2/3		2	38	593
5	5	5/8	5/8	4/4	29	1	1/24		1/16	2/3		-1	41	569
5	5	2/3	2/3	4/4	30	1	1/24		1/16	2/3		1	31	594
5	5	2/3	2/3	4/4	29	1	1/24		1/16	2/3		0	36	570
5	5	2/3	2/3	4/4	29	1	1/24		1/16	2/3		4	40	570
5	5	2/3	2/3	4/4	30	1	1/24		1/16	2/3		4	40	594
5	5	17/24	17/24	4/4	30	1	1/24		1/16	2/3		-4	32	595
5	5	17/24	17/24	4/4	29	1	1/24		1/16	2/3		2	38	571
5	5	17/24	17/24	4/4	30	1	1/24		1/16	2/3		2	38	595
5	5	17/24	17/24	4/4	29	1	1/24		1/16	2/3		-1	41	571
5	5	3/4	3/4	4/4	30	1	1/24		1/16	2/3		1	31	596
5	5	3/4	3/4	4/4	30	1	1/24		1/16	2/3		0	36	596
5	5	3/4	3/4	4/4	29	1	1/24		1/16	2/3		4	40	572
5	5	3/4	3/4	4/4	29	1	1/24		1/16	2/3		1	43	572
5	5	3/4	3/4	4/4	27	1	1/4		1/4	1		0	48	546
5	5	3/4	3/4	4/4	27	1	1/4		1/4	1		0	60	546
5	5	3/4	3/4	4/4	28	1	1/4		1/4	1		0	60	553
5	5	3/4	3/4	4/4	28	1	1/4		1/4	1		4	64	553
5	5	3/4	3/4	4/4	24	1	1/4		1/4	1		0	72	525
5	5	3/4	3/4	4/4	25	1	1/4		1/4	1		0	72	532
5	5	3/4	3/4	4/4	26	1	1/4		1/4	1		0	72	539
5	5	3/4	3/4	4/4	21	1	1/4		1/4	1		4	76	504
5	5	3/4	3/4	4/4	22	1	1/4		1/4	1		4	76	511
5	5	3/4	3/4	4/4	23	1	1/4		1/4	1		4	76	518
5	5	3/4	3/4	4/4	26	1	1/4		1/4	1		4	76	539
5	5	3/4	3/4	4/4	24	1	1/4		1/4	1		1	79	525
5	5	3/4	3/4	4/4	25	1	1/4		1/4	1		1	79	532
5	5	3/4	3/4	4/4	21	1	1/4		1/4	1		0	84	504
5	5	3/4	3/4	4/4	22	1	1/4		1/4	1		0	84	511
5	5	3/4	3/4	4/4	23	1	1/4		1/4	1		0	84	518
5	5	19/24	19/24	4/4	30	1	1/24		1/16	2/3		-4	32	597
5	5	19/24	19/24	4/4	29	1	1/24		1/16	2/3		2	38	573
5	5	19/24	19/24	4/4	30	1	1/24		1/16	2/3		2	38	597
5	5	19/24	19/24	4/4	29	1	1/24		1/16	2/3		-1	41	573
5	5	5/6	5/6	4/4	30	1	1/24		1/16	2/3		1	31	598
5	5	5/6	5/6	4/4	29	1	1/24		1/16	2/3		0	36	574
5	5	5/6	5/6	4/4	29	1	1/24		1/16	2/3		4	40	574
5	5	5/6	5/6	4/4	30	1	1/24		1/16	2/3		4	40	598
5	5	7/8	7/8	4/4	30	1	1/24		1/16	2/3		-4	32	599
5	5	7/8	7/8	4/4	29	1	1/24		1/16	2/3		2	38	575
5	5	7/8	7/8	4/4	30	1	1/24		1/16	2/3		2	38	599
5	5	7/8	7/8	4/4	29	1	1/24		1/16	2/3		-1	41	575
5	5	11/12	11/12	4/4	30	1	1/24		1/16	2/3		1	31	600
5	5	11/12	11/12	4/4	30	1	1/24		1/16	2/3		0	36	600
5	5	11/12	11/12	4/4	29	1	1/24		1/16	2/3		4	40	576
5	5	11/12	11/12	4/4	29	1	1/24		1/16	2/3		1	43	576
5	5	23/24	23/24	4/4	30	1	1/24		1/16	2/3		-4	32	601
5	5	23/24	23/24	4/4	29	1	1/24		1/16	2/3		2	38	577
5	5	23/24	23/24	4/4	30	1	1/24		1/16	2/3		2	38	601
5	5	23/24	23/24	4/4	29	1	1/24		1/16	2/3		-1	41	577
6	6	0	0	4/4	30	1	1/4		1/4	1		3	33	661
6	6	0	0	4/4	29	1	1/4		1/4	1		0	36	660
6	6	0	0	4/4	29	1	1/4		1/4	1		-3	39	660
6	6	0	0	4/4	30	1	1/4		1/4	1		-3	39	661
6	6	0	0	4/4	7	1	1/16		1/16	1		0	48	614
6	6	0	0	4/4	6	1	1/16		1/16	1		4	52	610
6	6	0	0	4/4	5	1	1/16		1/16	1		6	54	602
6	6	0	0	4/4	14	1	1/16		1/16	1		6	54	644
6	6	0	0	4/4	8	1	1/16		1/16	1		3	57	618
6	6	0	0	4/4	9	1	1/16		1/16	1		3	57	623
6	6	0	0	4/4	7	1	1/16		1/16	1		0	60	614
6	6	0	0	4/4	13	1	1/16		1/16	1		0	60	636
6	6	0	0	4/4	27	1	1/4		1/4	1		0	60	658
6	6	0	0	4/4	12	1	1/16		1/16	1		-3	63	628
6	6	0	0	4/4	28	1	1/4		1/4	1		-3	63	659
6	6	0	0	4/4	6	1	1/16		1/16	1		4	64	610
6	6	0	0	4/4	27	1	1/4		1/4	1		6	66	658
6	6	0	0	4/4	26	1	1/4		1/4	1		1	67	657
6	6	0	0	4/4	8	1	1/16		1/16	1		3	69	618
6	6	0	0	4/4	9	1	1/16		1/16	1		3	69	623
6	6	0	0	4/4	12	1	1/16		1/16	1		3	69	628
6	6	0	0	4/4	23	1	1/4		1/4	1		3	69	654
6	6	0	0	4/4	24	1	1/4		1/4	1		3	69	655
6	6	0	0	4/4	28	1	1/4		1/4	1		3	69	659
6	6	0	0	4/4	22	1	1/4		1/4	1		0	72	653
6	6	0	0	4/4	26	1	1/4		1/4	1		0	72	657
6	6	0	0	4/4	25	1	1/4		1/4	1		-3	75	656
6	6	0	0	4/4	24	1	1/4		1/4	1		6	78	655
6	6	0	0	4/4	23	1	1/4		1/4	1		3	81	654
6	6	0	0	4/4	22	1	1/4		1/4	1		0	84	653
6	6	0	0	4/4	21	1	1/4		1/4	1		-3	87	652
6	6	1/8	1/8	4/4	7	1	1/16		1/16	1		0	48	615
6	6	1/8	1/8	4/4	8	1	1/16		1/16	1		-3	51	619
6	6	1/8	1/8	4/4	9	1	1/16		1/16	1		-3	51	624
6	6	1/8	1/8	4/4	6	1	1/16		1/16	1		4	52	611
6	6	1/8	1/8	4/4	5	1	1/16		1/16	1		6	54	603
6	6	1/8	1/8	4/4	14	1	1/16		1/16	1		6	54	645
6	6	1/8	1/8	4/4	13	1	1/16		1/16	1		3	57	637
6	6	1/8	1/8	4/4	7	1	1/16		1/16	1		0	60	615
6	6	1/8	1/8	4/4	12	1	1/16		1/16	1		0	60	629
6	6	1/8	1/8	4/4	8	1	1/16		1/16	1		-3	63	619
6	6	1/8	1/8	4/4	9	1	1/16		1/16	1		-3	63	624
6	6	1/8	1/8	4/4	12	1	1/16		1/16	1		-3	63	629
6	6	1/8	1/8	4/4	6	1	1/16		1/16	1		4	64	611
6	6	1/4	1/4	4/4	7	1	1/16		1/16	1		0	48	616
6	6	1/4	1/4	4/4	8	1	1/16		1/16	1		0	48	620
6	6	1/4	1/4	4/4	9	1	1/16		1/16	1		0	48	625
6	6	1/4	1/4	4/4	14	1	1/16		1/16	1		-3	51	646
6	6	1/4	1/4	4/4	6	1	1/16		1/16	1		4	52	612
6	6	1/4	1/4	4/4	5	1	1/16		1/16	1		6	54	604
6	6	1/4	1/4	4/4	13	1	1/16		1/16	1		6	54	638
6	6	1/4	1/4	4/4	12	1	1/16		1/16	1		3	57	630
6	6	1/4	1/4	4/4	7	1	1/16		1/16	1		0	60	616
6	6	1/4	1/4	4/4	8	1	1/16		1/16	1		0	60	620
6	6	1/4	1/4	4/4	9	1	1/16		1/16	1		0	60	625
6	6	1/4	1/4	4/4	12	1	1/16		1/16	1		0	60	630
6	6	1/4	1/4	4/4	6	1	1/16		1/16	1		4	64	612
6	6	3/8	3/8	4/4	14	1	1/16		1/16	1		6	42	647
6	6	3/8	3/8	4/4	8	1	1/16		1/16	1		3	45	621
6	6	3/8	3/8	4/4	9	1	1/16		1/16	1		3	45	626
6	6	3/8	3/8	4/4	7	1	1/16		1/16	1		0	48	617
6	6	3/8	3/8	4/4	13	1	1/16		1/16	1		0	48	639
6	6	3/8	3/8	4/4	12	1	1/16		1/16	1		-3	51	631
6	6	3/8	3/8	4/4	6	1	1/16		1/16	1		4	52	613
6	6	3/8	3/8	4/4	5	1	1/16		1/16	1		6	54	605
6	6	3/8	3/8	4/4	8	1	1/16		1/16	1		3	57	621
6	6	3/8	3/8	4/4	9	1	1/16		1/16	1		3	57	626
6	6	3/8	3/8	4/4	12	1	1/16		1/16	1		3	57	631
6	6	3/8	3/8	4/4	7	1	1/16		1/16	1		0	60	617
6	6	3/8	3/8	4/4	6	1	1/16		1/16	1		4	64	613
6	6	1/2	1/2	4/4	14	1	1/16		1/16	1		1	43	648
6	6	1/2	1/2	4/4	8	1	1/8		1/8	1		1	43	622
6	6	1/2	1/2	4/4	9	1	1/8		1/8	1		1	43	627
6	6	1/2	1/2	4/4	13	1	1/16		1/16	1		-2	46	640
6	6	1/2	1/2	4/4	12	1	1/16		1/16	1		2	50	632
6	6	1/2	1/2	4/4	5	1	1/16		1/16	1		1	55	606
6	6	1/2	1/2	4/4	12	1	1/16		1/16	1		1	55	632
6	6	1/2	1/2	4/4	8	1	1/8		1/8	1		1	55	622
6	6	1/2	1/2	4/4	9	1	1/8		1/8	1		1	55	627
6	6	5/8	5/8	4/4	14	1	1/16		1/16	1		-1	41	649
6	6	5/8	5/8	4/4	13	1	1/16		1/16	1		3	45	641
6	6	5/8	5/8	4/4	12	1	1/16		1/16	1		2	50	633
6	6	5/8	5/8	4/4	5	1	1/16		1/16	1		3	57	607
6	6	5/8	5/8	4/4	12	1	1/16		1/16	1		2	62	633
6	6	3/4	3/4	4/4	14	1	1/16		1/16	1		-3	39	650
6	6	3/4	3/4	4/4	13	1	1/16		1/16	1		3	45	642
6	6	3/4	3/4	4/4	12	1	1/16		1/16	1		7	49	634
6	6	3/4	3/4	4/4	5	1	1/16		1/16	1		-2	58	608
6	6	3/4	3/4	4/4	12	1	1/16		1/16	1		7	61	634
6	6	7/8	7/8	4/4	14	1	1/16		1/16	1		-3	39	651
